probe_id,gene_id
cg20828084,KIAA1199
cg06331674,AVL9
cg06331674,LSM5
cg12464869,RAG1AP1
cg11018723,RUNX3
cg23774896,CITED1
cg01466615,KIF1A
cg26166004,CFLAR
cg21536328,HTR1D
cg14587704,ST3GAL1
cg25662857,CD7
cg20152424,PHRF1
cg20152424,LOC143666
cg21539842,DDR2
cg05106231,TMEM102
cg03877919,TMEM93
cg03877919,TAX1BP3
cg19704726,HHEX
cg22589360,B3GNTL1
cg19634247,HOXC8
cg06181173,WDR17
cg09373364,C16orf53
cg18912981,C1GALT1
cg15621651,PTPRE
cg11685223,GZF1
cg23719091,SMAD5-AS1
cg23719091,SMAD5
cg02623400,ELAVL4
cg26839961,KIF18B
cg05852523,CDH13
cg04377282,NODAL
cg08724517,MAP9
cg15322963,IDE
cg08187089,HTA
cg06128920,ATAD3A
cg22872812,ZHX1
cg02725211,FSCN3
cg15341808,ABCA6
cg19675684,AKIRIN1
cg25147601,EZR
cg12848098,LOC728392
cg16494916,ZNF358
cg16439672,TRAK1
cg18238366,SCAND1
cg22576265,MIR147
cg25695068,FLJ35220
cg25695068,LOC100294362
cg15302744,ZNF17
cg20143530,DUSP6
cg24988451,BDH2
cg10469980,KIAA0182
cg07623795,TAF1B
cg23015983,OSTM1
cg13352750,HOXA11AS
cg13352750,HOXA11
cg16839726,SLC20A2
cg05711609,BCL9
cg10922823,CARD9
cg12998491,FAM78A
cg01690366,PIP4K2B
cg02461691,BARD1
cg20154144,SCFD1
cg24786232,SPC24
cg03946671,TCEA2
cg08189615,PNKD
cg08189615,TMBIM1
cg19979773,FCN3
cg20635393,MAML3
cg08493959,OBSL1
cg08493959,INHA
cg20301722,ELOVL1
cg16569430,TMEM64
cg20681975,CNPY3
cg11112791,C14orf37
cg25046748,ARHGEF4
cg21047465,AAGAB
cg21047465,IQCH
cg01189112,TMEM61
cg21216010,DKFZp434L192
cg12247200,ABAT
cg24778858,RAPGEFL1
cg05275406,RAMP2
cg05275406,RAMP2-AS1
cg16984019,KCTD6
cg16246915,ZNF114
cg21304062,GAA
cg11090176,CT45A7
cg11090176,CT45A1
cg14219854,MTERFD1
cg14219854,PTDSS1
cg25794571,POMP
cg00358442,DPY19L2P4
cg11474464,GABRB3
cg13255083,MAP2
cg18160291,HHAT
cg15798530,TRPC3
cg17432627,NCRNA00114
cg18185028,DHX36
cg13330050,CCDC112
cg10810819,SH3BP4
cg12345609,AMPD2
cg18224653,GNAS
cg18224653,GNASAS
cg23735003,IL2RG
cg02068166,C2CD4B
cg14843608,SYNPO2L
cg11851753,PLOD2
cg07969984,CALCR
cg14996520,CDC42BPB
cg07902263,MPP2
cg10475564,C11orf52
cg10475564,HSPB2-C11orf52
cg00973947,C3orf58
cg13819249,SGMS1
cg00795341,THBS4
cg17783593,ACACA
cg02575937,TEKT2
cg12739682,NIPBL-AS1
cg12739682,NIPBL
cg12744916,OR52E6
cg15903421,DFNB31
cg05385477,FABP6
cg21187554,ANKRD18A
cg21187554,C9orf122
cg02890368,GNAS
cg04334429,PTCH1
cg03264550,GNAS
cg22376583,ACCN1
cg00816177,KATNB1
cg11889769,CTHRC1
cg05806054,EEF1E1
cg03944691,TOM1L1
cg12148263,METTL20
cg06149604,MAGI3
cg06964191,NR1D1
cg08266106,BCL2L15
cg10158697,WWC3
cg00566635,ADAMTS8
cg00760992,LOC100286844
cg00760992,NCKAP5L
cg03869253,ORC3L
cg03869253,RARS2
cg16264526,EDNRA
cg20278383,CLDN10
cg17971330,AOC3
cg16997203,TP53I11
cg14022645,TFE3
cg16242498,HSP90AB1
cg21510712,SHB
cg08877293,FOSL1
cg24368491,PAR5
cg24368491,SNORD108
cg16249454,CXCL2
cg12273426,PLGRKT
cg15244183,LOC102723376
cg09504080,LOC387763
cg20482462,LOC400804
cg16400150,ETV4
cg13182809,OAZ3
cg13182809,MRPL9
cg24938752,C3orf27
cg21767373,DHRS7B
cg24534135,LOC643387
cg24534135,LOC151174
cg20730280,FDFT1
cg02121330,PRKCH
cg19536227,TBC1D29
cg24330906,MAT2A
cg22013210,RFC3
cg27310647,LYPD6B
cg26062037,PPP1R9A
cg13083260,SNORD115-19
cg13083260,SNORD115-17
cg13083260,SNORD115-18
cg01201151,MARS2
cg05898729,MIER1
cg05239790,HIP1R
cg23433249,OR51L1
cg11574580,PSMD6
cg08167129,BOD1L
cg01673780,IL26
cg01354923,PTEN
cg01354923,KILLIN
cg27066829,GPR108
cg27636612,HGFAC
cg01413796,KCTD1
cg18813148,SPEN
cg18813148,FLJ37453
cg15852891,OTP
cg07372023,ABLIM3
cg06242146,KIAA0020
cg21752201,LOC101927322
cg21752201,MALT1
cg19300389,MSMB
cg19300389,TIMM23B
cg14663510,HMX3
cg11890740,KLF8
cg20644426,BOLA3
cg19259802,TBL1X
cg14814999,SUV420H1
cg08549810,ODF2L
cg22175303,FAIM
cg07333924,MATN2
cg08999764,KCNJ12
cg14784868,YEATS4
cg00014118,KIAA1751
cg21080506,ZNF721
cg21080506,ABCA11P
cg01351822,UNC45A
cg08155444,CYSLTR1
cg19502457,GPX2
cg16372807,PFN4
cg16372807,FAM228B
cg20351160,PDLIM5
cg10735632,C2orf40
cg12960296,TRIM14
cg26539301,NEK6
cg24918386,LARGE
cg19904783,PLCB4
cg20029003,MLF2
cg17656267,EPS8
cg20016411,DRD2
cg06270206,ANKRD11
cg15666516,RPS11
cg15666516,SNORD35B
cg25436974,MOB3B
cg06600420,GLT25D1
cg14194950,ANXA6
cg18482098,MTIF2
cg02537902,SNUPN
cg22692868,PCDHGA4
cg22692868,PCDHGA9
cg22692868,PCDHGA1
cg22692868,PCDHGB1
cg22692868,PCDHGB6
cg22692868,PCDHGB3
cg22692868,PCDHGB7
cg22692868,PCDHGA6
cg22692868,PCDHGA8
cg22692868,PCDHGA10
cg22692868,PCDHGA5
cg22692868,PCDHGB4
cg22692868,PCDHGA3
cg22692868,PCDHGA2
cg22692868,PCDHGB2
cg22692868,PCDHGA7
cg22692868,PCDHGB5
cg08694786,MIR345
cg08694786,SLC25A29
cg09131844,NRBP1
cg01451920,CCL24
cg11459590,AMER3
cg02996933,SCN3A
cg22697572,LOC654342
cg07823935,NCKAP1
cg11903177,MED9
cg22376057,EPC1
cg12797807,SH3BP2
cg22824552,STIM1
cg22824552,MIR4687
cg15343958,TNNI3
cg04788442,PRG4
cg04788442,MIR548F1
cg04788442,RNU6-72P
cg17991604,C3orf58
cg01525597,WNT5B
cg20226218,MT2A
cg06147863,SPI1
cg20897667,MIMT1
cg20897667,PEG3
cg20897667,ZIM2
cg08611470,CNNM2
cg17359064,SERF2
cg01083131,THAP11
cg01083131,CENPT
cg15432125,HCCA2
cg15432125,LOC338651
cg15432125,DUSP8
cg00083193,OSTBETA
cg08040972,ARHGAP24
cg25397191,PRKACA
cg26992952,CCDC149
cg19940584,VANGL1
cg08363339,SLMO2
cg12875538,FAM13C
cg21673079,PPIP5K2
cg21673079,GIN1
cg06677660,SEC1
cg06677660,DBP
cg04607261,LEMD2
cg25336498,DOCK1
cg25336498,FAM196A
cg11850549,LOC404266
cg11850549,HOXB6
cg01863335,RPL28
cg20526365,GPR161
cg15982613,TUBA3D
cg15982613,RNU6-81P
cg05578649,CCDC142
cg05578649,TTC31
cg16865442,CLDN14
cg08721018,MOSPD2
cg09336988,ARHGEF1
cg23463205,PNLIP
cg23333337,TMEM238
cg01369328,ACTG1
cg06751597,SNAP23
cg07507057,PCDHA6
cg07507057,PCDHA2
cg07507057,PCDHA1
cg07507057,PCDHA7
cg07507057,PCDHA8
cg07507057,PCDHA5
cg07507057,PCDHA3
cg07507057,PCDHA4
cg14853515,LSM5
cg23463531,VSIG10
cg05944369,HMGB2
cg20792107,C4orf42
cg20792107,CTBP1
cg03660876,ARHGAP6
cg17647273,C22orf45
cg17647273,UPB1
cg04314218,HYI
cg26322231,ZC3HAV1L
cg16600501,SLC1A6
cg11895418,RPL28
cg23088551,PPAN-P2RY11
cg23088551,P2RY11
cg23088551,PPAN
cg21970554,ZFP28
cg00960308,GPATCH3
cg03391533,ITIH5
cg05506446,CHRM4
cg21454231,WNT2B
cg20136738,TTC13
cg20136738,ARV1
cg10282899,SNORD115-11
cg10282899,SNORD115-43
cg10282899,SNORD115-29
cg10282899,SNORD115-36
cg10282899,SNORD115-21
cg10282899,SNORD115-15
cg24960960,SDHAP3
cg16789540,REXO1L1
cg20808089,NEDD9
cg02606218,GALK2
cg02606218,COPS2
cg19164917,ZKSCAN5
cg16191389,NABP1
cg25282174,RBMS3
cg25282174,RBMS3-AS3
cg18897992,C1orf198
cg05499189,RAI14
cg04496920,NOXO1
cg12700033,YWHAH
cg12700033,C22orf24
cg11961495,ZMIZ1
cg25085950,ATP5J
cg25085950,GABPA
cg07315706,GRHPR
cg02090638,DNAJC24
cg02090638,DCDC1
cg12307787,KCNB1
cg02243437,SLC16A9
cg19603195,STOML1
cg11730023,CCNY
cg01443102,PJA2
cg19028804,TMEM183A
cg19028804,TMEM183B
cg10138313,NCRNA00207
cg01975461,STK19
cg01975461,DOM3Z
cg14689623,NELL1
cg08173919,MAPK8IP2
cg16631544,PDE4C
cg09503707,SMARCAD1
cg09503707,LOC101929210
cg07286771,LCN1
cg18942715,RPL41
cg24448326,DDAH1
cg02317299,MYO1C
cg16093535,TFDP2
cg18793548,RPL4
cg18793548,SNORD16
cg18793548,SNORD18A
cg18793548,ZWILCH
cg08480903,SRL
cg08485869,SMIM19
cg08485869,SLC20A2
cg10556064,SMPD3
cg01263075,ABCG2
cg24091982,SCOC
cg05825720,PHTF1
cg07931069,MTF1
cg23280418,TMEM167B
cg00128560,TIGD7
cg24123563,C14orf133
cg24123563,AHSA1
cg18386310,BCAR3
cg13891644,USP27X-AS1
cg13891644,USP27X
cg05247875,STEAP3
cg10914591,MAP4
cg15647631,CASC2
cg15647631,RAB11FIP2
cg10302973,MYBPC2
cg23663318,RBMXL1
cg23663318,CCBL2
cg08289412,CCDC79
cg10227572,ADAP1
cg13900773,PIWIL1
cg25134567,PRKCA
cg25134567,MIR634
cg11465913,ODF2
cg11465913,MIR1268A
cg26489682,HMP19
cg08227896,C2
cg03546505,ZBTB42
cg07206001,ULBP2
cg16978871,C7orf55
cg09830037,TRPM7
cg26835222,PAIP2
cg00165535,CCDC76
cg00165535,SASS6
cg09097697,GOLGB1
cg01990323,PDZRN4
cg25745746,VWA5B1
cg13747097,ELF5
cg27590748,ARHGAP26
cg22190754,TRIP12
cg15369601,ADPGK
cg19380664,JPH1
cg12269355,NT5C
cg18232597,NF1
cg18232597,OMG
cg25336785,HTR4
cg00500936,CAMKK2
cg15906052,MAP3K15
cg04087102,PTPRF
cg04381474,SLC35A3
cg23936147,BEST2
cg25198830,NGFRAP1
cg03439990,DACT3
cg14328497,EEF2KMT
cg16273152,RBM44
cg00997411,NUAK2
cg04267284,PYGB
cg16686175,DHX40
cg27277486,OR51V1
cg19606731,SUGT1L1
cg20756284,FSTL5
cg04538517,C3orf36
cg13474639,MRPL50
cg13474639,ZNF189
cg08942716,TRAPPC1
cg08942716,CNTROB
cg16906300,HSPC072
cg16906300,LOC100270804
cg17616192,GPS1
cg17616192,RFNG
cg01934790,FBXL16
cg00982641,C5orf58
cg05638699,UMPS
cg22758021,FAM78B
cg17989497,WRNIP1
cg25948173,JAKMIP2
cg18188598,PIPOX
cg00455327,CABLES1
cg06748468,DHPS
cg15759988,ZNF623
cg19509514,CHD4
cg16851705,HMGN3-AS1
cg16851705,HMGN3
cg00869330,CCNY
cg09961381,PRSS46
cg13567310,NDUFV2-AS1
cg13567310,ANKRD12
cg13887370,DNAJC14
cg10818781,PHB2
cg10818781,EMG1
cg00884093,CELSR1
cg15500320,JUN
cg05937630,AKR7A3
cg13141061,MBP
cg11297341,LINC00504
cg16219302,ZNF774
cg02375255,PPP6C
cg06851336,CNNM2
cg13529020,PIGR
cg19827557,NPY1R
cg16936281,CHID1
cg14778169,CACNA2D1
cg12316865,P2RX5
cg26193555,CDON
cg06921176,OR5P2
cg17316107,SMCO4
cg05999377,TREX2
cg12506775,C10orf18
cg21385304,DUS2
cg21385304,DDX28
cg19747632,GNB5
cg26149678,IL18BP
cg21097640,POLR1D
cg21097640,LNX2
cg08214342,LIMCH1
cg26960647,TNFAIP3
cg23868672,BAZ1A
cg06112092,ZNF429
cg07833852,OR52E8
cg10667457,HIVEP2
cg12165240,C15orf60
cg20932762,MSH4
cg05586701,LMAN2
cg17549075,PAQR4
cg09992653,SUGT1
cg06993041,TUBB
cg01695023,P2RX6P
cg06142621,HEPACAM
cg00236302,RAP1B
cg13074835,NFKBIL1
cg13074835,ATP6V1G2
cg07709606,RAD51AP2
cg08217024,MDGA2
cg19933495,SAMM50
cg17162475,C6orf150
cg00770265,SDR39U1
cg13176979,HMGN3
cg12213457,CHPT1
cg26229043,KIAA1217
cg16933977,LINC01482
cg02965681,ACTR3
cg12326440,MIR7641-2
cg12326440,DIP2C
cg05302542,SLC25A19
cg21454656,RBX1
cg24687639,LOC729082
cg09196146,PRO1768
cg09196146,FOXN3
cg06083340,VIL1
cg04269569,CARHSP1
cg13240763,SNX5
cg13240763,C20orf72
cg14930586,PTK2
cg07142961,ROCK1
cg04330513,SFTA3
cg20540942,IRF5
cg24399405,C16orf35
cg10606698,FILIP1
cg10657739,C2orf77
cg10657739,PHOSPHO2
cg10657739,KLHL23
cg05965902,LATS2
cg09212407,NANOS3
cg05214293,ACY3
cg25520302,LOC101929116
cg20251973,CENPO
cg20251973,C2orf79
cg10474337,CYSTM1
cg24374159,C10orf25
cg24374159,ZNF22
cg23983167,E2F5
cg04068042,CTGF
cg05996615,PSAPL1
cg05996615,SORCS2
cg09308088,OC90
cg20143258,ARL2BP
cg10884288,RADIL
cg20237291,CCDC52
cg05524529,C1QTNF2
cg25652672,GAS8-AS1
cg25652672,GAS8
cg20327258,ZNHIT6
cg17071063,TRPC4
cg14736373,ATP7A
cg14736373,PGAM4
cg05759182,SFRS8
cg07376838,NDUFV2-AS1
cg07376838,ANKRD12
cg00573880,C1orf113
cg25054189,NEIL1
cg10349879,METAP2
cg18374697,DPH5
cg13864660,RARA
cg20015269,CLCN5
cg20012719,DGKQ
cg11801282,PDLIM2
cg10531637,C22orf41
cg17617387,CIZ1
cg21664854,C7orf50
cg21664854,GPR146
cg17357286,SYT14
cg04120839,WDR5B
cg08487985,TM7SF3
cg23827657,EWSR1
cg23827657,RHBDD3
cg03650154,ZNF480
cg24997298,PMP22
cg10316474,APOBEC3C
cg20645074,ADCY6
cg01031956,CAPN5
cg06477487,ZBTB22
cg06477487,DAXX
cg04053723,NDUFS7
cg15167433,XRCC1
cg17460558,FBXO31
cg00046913,HAGH
cg00046913,FAHD1
cg20747266,NMBR
cg22314684,PLD1
cg21891490,KCNIP4
cg15547276,NBR1
cg17211261,C10orf41
cg17211261,ZNF503
cg03817671,EFEMP1
cg18050194,SEC22C
cg24188526,NKX1-1
cg12395789,CCNG2
cg23521916,IP6K2
cg06602857,FOXF1
cg23451443,RNF19A
cg25876024,GTPBP10
cg01818492,ENPP1
cg25406442,RBM12B
cg23930711,PCDHGA4
cg23930711,PCDHGA2
cg23930711,PCDHGA1
cg23930711,PCDHGB1
cg23930711,PCDHGA3
cg12329405,HK1
cg24197588,ANKDD1A
cg20064106,LOC100130691
cg20064106,AGPS
cg13888505,CBY1
cg13888505,LOC646851
cg12850396,ABHD2
cg02422689,ERCC2
cg08737152,PLLP
cg21501616,DCUN1D4
cg14848772,HIST1H2AG
cg14881209,CCDC151
cg14881209,PRKCSH
cg02942461,ACY1
cg18815539,SEPSECS
cg01048272,CCDC57
cg20177502,MARCH8
cg13700448,PTS
cg27635450,SIRPA
cg07307802,ATP6V1G3
cg27641141,HNRNPF
cg09467645,C9orf44
cg22629373,CHST15
cg03899909,MAML1
cg04545972,AHCYL1
cg21829634,TXNL4A
cg16333036,ATP2C2
cg17440836,SH2D3A
cg05087193,IGSF23
cg22516213,TAF12
cg19205631,OR4D9
cg27499860,MAPK15
cg18464790,CASP8AP2
cg16941656,FRY
cg10863207,RFFL
cg23283335,ABR
cg06302025,BHLHB9
cg09701700,MIR146B
cg00044372,KIAA0513
cg26716451,KSR1
cg13341402,DEDD
cg25610200,C7orf34
cg00026401,LRFN2
cg05712456,MBTD1
cg08227501,C20orf196
cg15720343,INTS9
cg15720343,HMBOX1
cg24751934,DDX3X
cg19179092,DNAJC21
cg02638052,PAPPA2
cg01985396,DAAM2
cg05983323,SC4MOL
cg03220187,RFWD3
cg25442666,INPP4A
cg10370729,ARHGAP17
cg24923412,UBE2D3
cg23895495,TNS3
cg15117081,HPS4
cg15117081,SRRD
cg09967973,C1QTNF1
cg02176428,ZNF665
cg04300873,ASB16
cg04300873,C17orf65
cg23196538,DIO1
cg05901765,MARVELD2
cg24763126,METTL14
cg15101980,ARSI
cg22773241,RAB41
cg21813101,RPL22
cg23712522,MGC70857
cg23712522,KIAA1688
cg10810799,HOXC12
cg16181505,IGF2BP2
cg20241801,FAM83D
cg00573606,COL6A3
cg21113886,MTM1
cg22208012,MIR212
cg22208012,MIR132
cg25807487,MRGPRF
cg03828109,P2RX5
cg14332086,PQBP1
cg14332086,TIMM17B
cg26457962,TMEM212
cg20335590,ADAM2
cg25142308,KCNJ4
cg09545197,KCNA3
cg05774127,GLI3
cg18653451,CCDC8
cg22082347,UBE2C
cg17338258,SHBG
cg06745944,DNAH10
cg01163848,LOC91316
cg26105015,SEMA5B
cg10060903,CSDE1
cg10060903,NRAS
cg16750801,PTPRE
cg19391498,GALM
cg01402170,P3H2
cg26542130,PCBP1
cg00966405,MIR589
cg00966405,FBXL18
cg12395929,RAB27B
cg20229014,ST3GAL1
cg00119057,DTNA
cg13452062,IFI44L
cg23028436,STK38L
cg23645639,ZNF430
cg24828603,IKZF4
cg13162692,KANSL1
cg27635983,MAP2K7
cg04470688,TBC1D14
cg05965188,RRP1B
cg05965188,HSF2BP
cg18000566,CNTN4
cg20797216,FBN3
cg08614659,C21orf33
cg21896938,MEGF8
cg08190112,COL6A3
cg07381502,ATP6AP2
cg24939980,PSMC4
cg05589027,STPG1
cg05589027,NIPAL3
cg05022301,C14orf109
cg05022301,MOAP1
cg01325426,HRAS
cg01325426,LRRC56
cg23812264,PDLIM7
cg15133748,ALLC
cg27326469,CERK
cg22674613,SPATS1
cg18382926,TTLL10
cg24175580,GAPDHS
cg17776209,BCKDK
cg02403899,RAG1
cg07748249,NLGN1
cg04321154,TTC30B
cg12639324,HTR7
cg19545472,GFRA4
cg24644373,MICAL3
cg11879623,NUMA1
cg03459953,LRRC1
cg06606575,AHNAK
cg19497572,TMEM91
cg17024482,ANKFN1
cg05106421,PRKRA
cg05106421,MIR548N
cg05106421,DFNB59
cg14404980,LGI1
cg26139133,THRB
cg02446647,EYA4
cg15205204,PLEKHG5
cg06476228,GALK2
cg06476228,COPS2
cg26354439,DYNC1H1
cg01982968,PAAF1
cg20648992,GPR6
cg14306254,DCDC1
cg06216157,EIF5A
cg19548524,ATP13A1
cg04355617,RBM46
cg21792156,HIST1H2AI
cg21792156,HIST1H2BL
cg09993119,L3MBTL2
cg27036730,KRT222
cg16171487,SMTN
cg14973661,GNG7
cg10099415,NRXN1
cg02379317,SGMS1
cg03818793,KCTD1
cg23387168,VARS2
cg23387168,GTF2H4
cg05834878,MMP23B
cg05834878,MMP23A
cg18170879,C17orf63
cg21653826,EFHA2
cg13849525,NANOS2
cg14219111,MC5R
cg13374701,SFN
cg01796104,CNKSR3
cg08810238,FLOT2
cg08810238,DHRS13
cg00401101,FAM134B
cg27339255,KIF5C
cg27339255,MIR1978
cg21992844,OXSM
cg21992844,NGLY1
cg07835289,LYST
cg26838691,C2orf84
cg06060835,CFB
cg16775971,CXXC4
cg12135835,ZNF431
cg22526477,MICAL3
cg22983092,KRT25
cg00505997,GTF2F2
cg27266176,PLEKHG3
cg09859596,ALPL
cg08332332,PBRM1
cg03054303,IFT140
cg02208902,CASD1
cg20598296,NLRP1
cg18983607,NCALD
cg01806051,GABPB2
cg18283844,HIPK1
cg09449447,CLDN14
cg13099417,DIRAS3
cg08727957,FOXP4
cg05157912,JDP2
cg06399901,LIMA1
cg13607935,ACTL9
cg06719445,FOXN3
cg26380756,JOSD1
cg23277098,LAS1L
cg14833935,RDBP
cg14833935,SKIV2L
cg21457896,DHDDS
cg00164189,MTP18
cg00164189,SEC14L2
cg03100024,GRIK5
cg25320541,TSPAN18
cg07522664,C19orf61
cg21610164,HIST1H2BI
cg00673006,CNNM3
cg04409932,MSRA
cg03702975,TLR5
cg14287089,CDR2L
cg13457515,SP6
cg21553524,TMEM178
cg24626843,FBL
cg01826322,CCDC90B
cg08885216,CCDC54
cg20315951,OVOL1
cg09401661,PIRT
cg11090676,TBX21
cg02600394,TXK
cg11911874,PDLIM1
cg24062309,S100A1
cg24062309,S100A13
cg24663521,VANGL2
cg01934878,BCRP2
cg14607407,IL10RB
cg14198537,ANP32E
cg17597419,PPP1R15B
cg04219515,SLCO5A1
cg10426893,SMPD3
cg16662451,FBXW10
cg14560317,BRD2
cg01453053,TOMM34
cg00215887,SNRPB2
cg27596538,ZNF483
cg11890936,KIF17
cg26890920,MAN1C1
cg04369109,LATS1
cg05056497,RCAN1
cg00438775,NEURL3
cg10230890,DBT
cg26678765,C1orf161
cg23679894,ARPC5
cg23679894,RGL1
cg11823079,LOH12CR1
cg11823079,LOH12CR2
cg00984694,NDRG4
cg09354331,ZMIZ1
cg01623771,KLHL30
cg05671386,CLUAP1
cg24155358,ARAP1
cg07862554,MME
cg00503451,SORBS2
cg24513433,LIPG
cg08623948,NUPL2
cg21044548,CHTF8
cg10700299,ADH1B
cg19216994,RPLP2
cg19216994,SNORA52
cg21195162,XCL2
cg06034437,VHL
cg00579595,MGMT
cg27478700,ADAMTS8
cg13677162,THEMIS
cg06108720,UBE4B
cg15829642,PCDHGA4
cg15829642,PCDHGA2
cg15829642,PCDHGA5
cg15829642,PCDHGB2
cg15829642,PCDHGA1
cg15829642,PCDHGB1
cg15829642,PCDHGA3
cg05925896,SSTR2
cg25941274,RTP4
cg13640551,BACH2
cg10109585,MPHOSPH10
cg10109585,MCEE
cg25970533,ZFYVE9
cg02815538,LOC149620
cg23252178,FOXP1
cg03805558,PEX11B
cg03805558,GNRHR2
cg03805558,NBPF20
cg03805558,NBPF10
cg10310846,WAC
cg15162876,STRA6
cg21205468,LQK1
cg21205468,FLVCR1
cg21367137,NFATC3
cg17371014,DPH3B
cg17371014,TCFL5
cg26945811,C11orf30
cg04823109,HAP1
cg25058463,C1orf186
cg22813821,RAB21
cg19187155,NMUR1
cg06174858,TDGF1
cg06174858,LRRC2
cg07102632,NAT2
cg19810615,PTCH1
cg15570860,TMEM9B
cg15570860,TMEM9B-AS1
cg17837191,TEX2
cg21831587,GTF2IRD2
cg22805990,GARS
cg25783719,SFRP4
cg20037080,GHR
cg02229914,KIAA1211L
cg14132868,HPS5
cg14132868,GTF2H1
cg01464351,MAP3K8
cg15844609,YIF1B
cg08034216,IDE
cg18999855,AGPAT4
cg20540714,TFAP2A
cg22335552,RYK
cg03860992,GABRA1
cg11543559,IL1R1
cg10210571,TSNAX-DISC1
cg10210571,TSNAX
cg11658740,GMFB
cg09305898,DISC1
cg09305898,TSNAX-DISC1
cg05974232,RNF219
cg24302095,GRB10
cg22114775,AMBRA1
cg06460691,FAM169A
cg04784410,SNORD113-4
cg01308827,ETV2
cg13619408,SARS
cg09488512,SRRM5
cg09488512,ZNF428
cg18085832,RAD23B
cg06763909,ENKUR
cg06763909,THNSL1
cg09442789,GREM1
cg19253850,PTPRE
cg16447833,BRK1
cg10947302,CDC25C
cg01587630,FAM126A
cg11140595,MIB2
cg25257677,SLC39A14
cg10380163,HMGCLL1
cg03962691,NGF
cg14774045,NCOA3
cg13564289,SOX18
cg06296169,PLXNA4
cg07796897,IL15RA
cg19959974,KRR1
cg00354884,ABR
cg10043817,MND1
cg05657462,SAPS2
cg27518582,CEACAM4
cg04565649,UTP15
cg04565649,ANKRA2
cg23633635,PLSCR3
cg03173679,TTC31
cg03173679,CCDC142
cg12850695,PRPSAP2
cg08014241,MARS2
cg14941036,OTOP1
cg04903060,GSTM3
cg24023914,LOC102724784
cg24023914,ST5
cg04508216,MASP2
cg13521991,KIF2B
cg17402373,GRK6
cg20476087,CGREF1
cg11651535,BRP44L
cg24885603,CTPS2
cg24885603,S100G
cg09985530,RFWD3
cg21412255,VRK1
cg22111003,ACSL3
cg00744753,ZNF521
cg25644556,MIR196B
cg12015761,LIMK2
cg16515500,MC5R
cg15038110,PCDHB6
cg01691333,CREM
cg16907919,DHX16
cg06936709,HDX
cg11349878,C1orf127
cg02803508,SKAP2
cg19587777,CALML3
cg07148752,TPM1
cg04089197,CAB39
cg13962022,ANKHD1
cg13962022,ANKHD1-EIF4EBP3
cg13421935,ARFIP1
cg13421935,TIGD4
cg21502927,GPR4
cg25484904,CWH43
cg25407064,EIF2AK4
cg26882429,PYROXD2
cg26882429,MIR1287
cg11602546,INTS4
cg26665746,EFCC1
cg20767356,HORMAD1
cg18102950,THOC2
cg14360659,RNU6ATAC
cg09957135,SCN3B
cg22154859,PFDN4
cg15768968,EIF3D
cg11360768,WHSC1L1
cg13363640,SNORA54
cg13363640,NAP1L4
cg18011534,WDR45
cg18011534,PRAF2
cg24623068,GEMIN5
cg24547046,C1orf109
cg21921260,PLD3
cg15694127,GNAI3
cg27122127,CNOT6
cg27069706,STK19
cg27069706,DOM3Z
cg05800289,AQP11
cg14153126,ODF2
cg17853707,ZNF91
cg14788660,FDPS
cg22832761,GAR1
cg00676360,DEFB133
cg01025283,FAIM
cg00559018,SERHL2
cg06489668,RPL29
cg14225207,MTMR4
cg00563892,COX7A2L
cg13063344,GALNT9
cg17110400,WNK4
cg02456292,TMEM145
cg00075204,SFXN1
cg04251307,STYK1
cg10997326,CPLX2
cg15768933,ECEL1
cg02648999,TGFBRAP1
cg07765814,ATP13A5
cg16922785,RPL24
cg18723873,CYP1A1
cg16264492,TMEM198
cg16264492,CHPF
cg24441975,MYCBP
cg25242084,ZNF839
cg02938429,RHOB
cg20161572,BAG5
cg20161572,APOPT1
cg16495772,SNX29
cg19984742,MC3R
cg22872033,HNRNPC
cg10974104,CBL
cg06277925,FXYD5
cg22176473,ZNF559
cg22176473,ZNF559-ZNF177
cg15201259,BACH2
cg04650271,ANGPT4
cg00174918,DIRC2
cg00174918,HSPBAP1
cg22459719,DBT
cg21711925,DEC1
cg22133177,KDM6A
cg25142479,COL9A1
cg24171409,HGF
cg16093426,GLMP
cg26976562,IFNGR1
cg13789986,PRR5
cg02633491,GCLC
cg09907096,COX5B
cg22956403,HAGLR
cg22956403,HAGLROS
cg23015488,TAF6L
cg25613385,DDR1
cg25613385,MIR4640
cg09740255,PMS2L4
cg09740255,STAG3L4
cg08286219,DSCR9
cg02942381,C18orf21
cg08568720,GATA5
cg21325732,CENPV
cg07839457,NLRC5
cg09070199,SPIN4
cg23644960,TRPC6
cg09290082,PLEKHG7
cg05367489,MIR3660
cg03414757,ANXA11
cg03414757,LINC00857
cg11517492,ELFN1
cg11382414,ATAD1
cg24609472,FXR1
cg14059340,C17orf97
cg18209674,CHAC2
cg18209674,GPR75-ASB3
cg18209674,ASB3
cg20873718,LFNG
cg00935119,CDKN1A
cg25550573,NDNF
cg14983362,SLC37A4
cg15113916,C3orf57
cg06451878,GNG12-AS1
cg06451878,GNG12
cg02430368,SCGN
cg11265528,SNRPD3
cg11265528,C22orf13
cg19078186,CPNE3
cg03195667,YPEL2
cg19851357,FRMD6
cg04482957,LINC00996
cg14480149,TSSC4
cg06626188,CBX1
cg19645734,TUBA1A
cg26334023,ABI3
cg26334023,GNGT2
cg15842430,FAM12B
cg18582180,SNX31
